2019-07-04 23:51:27,569 [main ] INFO  Constant - Copying default configuration to C:\Users\navkumar16\Downloads\ZAP_2.8.0_Core\ZAP_2.8.0\tmp\config.xml
2019-07-04 23:51:27,582 [main ] INFO  Constant - Creating directory C:\Users\navkumar16\Downloads\ZAP_2.8.0_Core\ZAP_2.8.0\tmp\session
2019-07-04 23:51:27,583 [main ] INFO  Constant - Creating directory C:\Users\navkumar16\Downloads\ZAP_2.8.0_Core\ZAP_2.8.0\tmp\dirbuster
2019-07-04 23:51:27,584 [main ] INFO  Constant - Creating directory C:\Users\navkumar16\Downloads\ZAP_2.8.0_Core\ZAP_2.8.0\tmp\fuzzers
2019-07-04 23:51:27,584 [main ] INFO  Constant - Creating directory C:\Users\navkumar16\Downloads\ZAP_2.8.0_Core\ZAP_2.8.0\tmp\plugin
2019-07-04 23:51:27,699 [main ] INFO  Constant - Backing up config file to C:\Users\navkumar16\Downloads\ZAP_2.8.0_Core\ZAP_2.8.0\tmp\config.xml.bak
2019-07-04 23:51:27,721 [main ] INFO  Constant - Upgraded from 1004000
2019-07-04 23:51:27,865 [main ] INFO  DaemonBootstrap - OWASP ZAP 2.8.0 started 04/07/19 23:51:27 with home C:\Users\navkumar16\Downloads\ZAP_2.8.0_Core\ZAP_2.8.0\tmp\
2019-07-04 23:51:27,917 [main ] INFO  AbstractParam - Setting config scanner.threadPerHost = 20 was null
2019-07-04 23:51:27,917 [main ] INFO  AbstractParam - Setting config spider.thread = 10 was null
2019-07-04 23:51:27,917 [main ] INFO  AbstractParam - Setting config api.key = zapapisecret was null
2019-07-04 23:51:27,924 [main ] INFO  SSLConnector - Reading supported SSL/TLS protocols...
2019-07-04 23:51:27,924 [main ] INFO  SSLConnector - Using a SSLEngine...
2019-07-04 23:51:27,958 [main ] INFO  SSLConnector - Done reading supported SSL/TLS protocols: [SSLv2Hello, SSLv3, TLSv1, TLSv1.1, TLSv1.2]
2019-07-04 23:51:27,974 [main ] INFO  OptionsParamCertificate - Unsafe SSL renegotiation disabled.
2019-07-04 23:51:28,760 [main ] INFO  ENGINE - dataFileCache open start
2019-07-04 23:51:28,902 [main ] INFO  ENGINE - dataFileCache open end
2019-07-04 23:51:29,160 [ZAP-daemon] INFO  ExtensionFactory - Loading extensions
